,Product_Name,Brand,Capacity_kg,Machine_Type,Load_type,Color,Price,Discount_%,Reviews_Count
426,Godrej 7.5 kg 5 Star with Roller coaster wash technology Washing Machine,Godrej,7.5,Fully Automatic,Top Load,Fully Automatic Top Load Grey,14500,25,1275
427,Godrej 7 kg 5 Star with Rollercoaster wash Washing Machine,Godrej,7,Fully Automatic,Top Load,Fully Automatic Top Load Grey,16990,37,1275
428,Voltas Beko by A Tata Product 6 kg Fully Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,6,Fully Automatic,Top Load,Grey,18690,47,21
429,ONIDA 8 kg 5 Star With Sensomatic Wash Technology Fully Automatic Top Load Washing Machine,ONIDA,8,Fully Automatic,Top Load,Grey,65999,32,56326
430,Godrej 7.5 kg 5 Star With Flexi Wash Technology And Soft-Close Lid Washing Machine,Godrej,7.5,Fully Automatic,Top Load,Fully Automatic Top Load Black,,,16
431,Unknown,BOSCH,6,Unknown,Unknown,Unknown,,,5
432,Godrej 8 kg Semi Automatic Top Load Washing Machine,Godrej,8,Semi Automatic,Top Load,Grey,13446,37,681
433,"Godrej 8.5 kg 5 Star With Soft Shut Wash Lid, Tri-Roto Scrub Pulsator Semi Automatic Top Load Washing Machine",Godrej,8.5,Semi Automatic,Top Load,"Grey, Black",14499,30,20
434,BOSCH 8 Kg with Steam Fully Automatic Front Load Washing Machine,BOSCH,8,Fully Automatic,Front Load,with In-built Heater Grey,35990,39,13805
435,Lloyd by Havells 8 kg Washing Machine,Lloyd by Havells,8,Fully Automatic,Top Load,Fully Automatic Top Load Black,18900,43,138
436,Whirlpool 7 kg Fully Automatic Top Load Washing Machine,Whirlpool,7,Fully Automatic,Top Load,Grey,16990,24,185
437,"Lloyd by Havells 7.5 kg |1300 RPM|Soak Function|3 Wash Programs|Swift Dry|Magic Filter, Semi Automatic Top Load Washing Machine",Lloyd by Havells,7.5,Semi Automatic,Top Load,"Maroon, White",10690,39,3033
438,ONIDA 9.5 kg 5 Star With Power Dry Technology Semi Automatic Top Load Washing Machine,ONIDA,9.5,Semi Automatic,Top Load,Black,11790,37,60
439,"IFB 6.5 kg Powered by AI, 5 Star, with 2x Steam Cycle Fully Automatic Front Load Washing Machine",IFB,6.5,Fully Automatic,Front Load,with In-built Heater Silver,14781,12,73418
440,Samsung 6.5 kg Diamond Drum feature Fully Automatic Top Load Washing Machine,Samsung,6.5,Fully Automatic,Top Load,Silver,9290,45,61845
441,MarQ by Flipkart 8.5 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine,MarQ by Flipkart,8.5,Semi Automatic,Top Load,"Blue, White",17090,39,63703
442,Godrej 7.5 Kg 5 Star Germ Shield Technology & Roller Coaster Wash Technology Fully Automatic Top Load Washing Machine,Godrej,7.5,Fully Automatic,Top Load,"with In-built Heater Black, Maroon",9790,48,4180
443,Voltas Beko 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko,8,Semi Automatic,Top Load,"Blue, White",36990,9,23446
444,LG 7 kg with Inverter Fully Automatic Front Load Washing Machine,LG,7,Fully Automatic,Front Load,with In-built Heater Silver,17490,12,45
445,"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Washing Machine",Whirlpool,7.5,Fully Automatic,Top Load,Grey,14790,25,9906
446,LG 8.5 kg Semi Automatic Top Load Washing Machine,LG,8.5,Semi Automatic,Top Load,Red,25260,29,10
447,"Voltas Beko by A Tata Product 6.5 kg Steam Wash, Invertor Motor and Hygiene+ Fully Automatic Front Load Washing Machine",Voltas Beko by A Tata Product,6.5,Fully Automatic,Front Load,with In-built Heater Grey,11999,31,142
448,Haier 7.5 kg Fully Automatic Top Load Washing Machine,Haier,7.5,Fully Automatic,Top Load,with In-built Heater Silver,14218,18,3
449,Voltas Beko by A Tata Product 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,8,Semi Automatic,Top Load,"White, Maroon",21478,10,45
450,Samsung 8 kg 5 Star Hexa Storm Pulsator Semi Automatic Top Load Washing Machine,Samsung,8,Semi Automatic,Top Load,"White, Grey",10590,60,498
451,MarQ by Flipkart 8.5 kg with Turbo Wash Fully Automatic Top Load Washing Machine,MarQ by Flipkart,8.5,Fully Automatic,Top Load,Grey,37929,26,2361
452,"TCL 10 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing Machine",TCL,10,Semi Automatic,Top Load,Red,28990,42,401
453,Samsung 9 kg with Wi-Fi Enabled5 Star Fully Automatic Front Load Washing Machine,Samsung,9,Fully Automatic,Front Load,Grey,17490,51,29
454,"Godrej 8 kg With AI Tech, Steam Wash Fully Automatic Front Load Washing Machine",Godrej,8,Fully Automatic,Front Load,with In-built Heater White,,,1421
455,Equator 10.2 kg Ozone Sanitize and Saree Cycle Fully Automatic Top Load Washing Machine,Equator,10.2,Fully Automatic,Top Load,Beige,,,11
456,"Samsung 12 kg 5 Star, AI Wash, AI Energy Mode, Wi-Fi, Ecobubble, AI VRT+, Super Speed, Soft Closing Door, Digital Inverter Fully Automatic Top Load Washing Machine",Samsung,12,Fully Automatic,Top Load,"Grey, Black",35990,15,108865
457,"Whirlpool 7.5 kg 5 Star, Supersoak Technology Semi Automatic Top Load Washing Machine",Whirlpool,7.5,Semi Automatic,Top Load,Red,13490,4,5605
458,"realme TechLife 8.5 kg 5 Star, Touch Screen Panel with Anti-Bacterial (Silver+ Wash) Fully Automatic Top Load Washing Machine",realme TechLife,8.5,Fully Automatic,Top Load,Grey,14290,47,29444
459,Godrej 8 kg Semi Automatic Top Load Washing Machine,Godrej,8,Semi Automatic,Top Load,"White, Black",12940,23,75
460,Thomson 8 kg Fully Automatic Top Load Washing Machine,Thomson,8,Fully Automatic,Top Load,Grey,15990,17,757
461,CANDY 8 kg Semi Automatic Top Load Washing Machine,CANDY,8,Semi Automatic,Top Load,"Maroon, White",10990,18,831
462,IFB 8 kg Steam Wash Fully Automatic Front Load Washing Machine,IFB,8,Fully Automatic,Front Load,with In-built Heater Silver,30950,26,264
463,Lloyd 9 kg Semi Automatic Top Load Washing Machine,Lloyd,9,Semi Automatic,Top Load,"with In-built Heater Orange, Grey",15995,35,36
464,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing Machine,MOTOROLA,10.5,Fully Automatic,Front Load,with In-built Heater Grey,30190,53,2454
465,Unknown,Motorola,10.5,Fully Automatic,Front Load,Unknown,28990,50,13036
466,Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,14,Semi Automatic,Top Load,"Maroon, White",16934,31,483
467,Unknown,BOSCH,6,Unknown,Unknown,Unknown,73127,9,71
468,LG 6.5 kg Fully Automatic Top Load Washing Machine,LG,6.5,Fully Automatic,Top Load,Beige,24481,2,14
469,"LG 9 kg with Wi-Fi Enabled, Jet Sprey, Auto Pre Wash, Smart Diagnosis, Smart Closing Door and 10 Water Levels Fully Automatic Top Load Washing Machine",LG,9,Fully Automatic,Top Load,Black,33990,20,39
470,"Haier 8.5 kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine",Haier,8.5,Semi Automatic,Top Load,Multicolor,14200,32,6970
471,"LG 8 kg 5 Star, Inverter Direct Drive Technology, 6 Motion, Steam Fully Automatic Front Load Washing Machine",LG,8,Fully Automatic,Front Load,with In-built Heater White,35843,16,23129
472,Thomson 9 kg Semi Automatic Top Load Washing Machine,Thomson,9,Semi Automatic,Top Load,"Black, White",10990,18,2291
473,Samsung 6.5 kg 5 Star Inverter Wobble technology Fully Automatic Top Load Washing Machine,Samsung,6.5,Fully Automatic,Top Load,Grey,15990,25,24726
474,Lloyd by Havells 9 kg Semi Automatic Top Load Washing Machine,Lloyd by Havells,9,Semi Automatic,Top Load,"Grey, Orange",14249,28,3033
475,"Haier 8 kg Anti Bacterial Vortex Pulsator, 1300 RPM, Softfall Technology, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine",Haier,8,Semi Automatic,Top Load,Multicolor,13900,26,6970
476,"IFB 6.5 kg Steam Wash, Hard Water Wash, Active Color Protection Fully Automatic Front Load Washing Machine",IFB,6.5,Fully Automatic,Front Load,Silver,27490,26,110
477,"IFB 10 kg Power Dual Steam, Fully Automatic Top Load Washing Machine",IFB,10,Fully Automatic,Top Load,with In-built Heater Silver,29800,23,26954
478,BOSCH 8 kg 1400RPM Fully Automatic Front Load Washing Machine,BOSCH,8,Fully Automatic,Front Load,Silver,44455,12,201
479,"Voltas Beko by A Tata Product 9 kg with Double waterfall, Multiple Wash Program, Waterproof IPX4 panel and Monsoon Dry option Fully Automatic Top Load Washing Machine",Voltas Beko by A Tata Product,9,Fully Automatic,Top Load,"Black, Grey",39998,,144
480,Godrej 7 kg Fully Automatic Top Load Washing Machine,Godrej,7,Fully Automatic,Top Load,with In-built Heater Grey,21451,22,194
481,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Automatic Front Load Washing Machine",IFB,8,Fully Automatic,Front Load,with In-built Heater Grey,36990,21,90
482,Haier 7 kg Semi Automatic Top Load Washing Machine,Haier,7,Semi Automatic,Top Load,Black,11630,31,6
483,Siemens 8 kg Fully Automatic Front Load Washing Machine,Siemens,8,Fully Automatic,Front Load,with In-built Heater Silver,39190,35,10
484,"Godrej 9 kg 5 Star, AI Tech, Steam Wash Fully Automatic Front Load Washing Machine",Godrej,9,Fully Automatic,Front Load,with In-built Heater Grey,32905,43,1421
485,Haier 8.5 kg Semi Automatic Top Load Washing Machine,Haier,8.5,Semi Automatic,Top Load,"Black, White",14200,21,7
486,Godrej 8 kg Inbuilt Heater with Unbalanced Load Sensing Fully Automatic Top Load Washing Machine,Godrej,8,Fully Automatic,Top Load,with In-built Heater Grey,18790,44,53
487,Voltas Beko by A Tata Product 12 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,12,Semi Automatic,Top Load,"White, Grey",13199,50,43
488,Lloyd by Havells 6.5 kg Fully Automatic Top Load Washing Machine,Lloyd by Havells,6.5,Fully Automatic,Top Load,Grey,17900,14,3
489,Haier 7 kg Semi Automatic Top Load Washing Machine,Haier,7,Semi Automatic,Top Load,"White, Black",12319,27,94
490,Unknown,BOSCH,8,Unknown,Unknown,Unknown,40511,30,46
491,"IFB 6.5 kg 5 Star 3D Wash Technology, Gentle Wash, In-built heater Fully Automatic Front Load Washing Machine",IFB,6.5,Fully Automatic,Front Load,with In-built Heater White,29750,13,7855
492,"ONIDA 8 kg 5 Star Rating, Auto Scrubber Semi Automatic Top Load Washing Machine",ONIDA,8,Semi Automatic,Top Load,Red,10401,23,10520
493,Panasonic 8 kg Fully Automatic Top Load Washing Machine,Panasonic,8,Fully Automatic,Top Load,"White, Grey",25490,20,5
494,LG 8 kg Semi Automatic Top Load Washing Machine,LG,8,Semi Automatic,Top Load,"Grey, White",13660,24,103
495,LG 8 kg Semi Automatic Top Load Washing Machine,LG,8,Semi Automatic,Top Load,"White, Grey",13795,23,103
496,Thomson 7 kg Semi Automatic Top Load Washing Machine,Thomson,7,Semi Automatic,Top Load,"White, Blue, Grey",8490,19,4560
497,BOSCH 6.5 kg Fully Automatic Top Load Washing Machine,BOSCH,6.5,Fully Automatic,Top Load,Grey,14690,35,1965
498,Godrej 7 kg Fully Automatic Top Load Washing Machine,Godrej,7,Fully Automatic,Top Load,Grey,22990,8,5929
499,Unknown,Midea,5,Unknown,Unknown,Unknown,34645,13,3
500,BOSCH 7 kg 5 Star With� Vario Drum & Anti Tangle Program Fully Automatic Top Load Washing Machine,BOSCH,7,Fully Automatic,Top Load,White,59900,29,1315
501,Samsung 7 kg Fully Automatic Front Load Washing Machine,Samsung,7,Fully Automatic,Front Load,Grey,43980,28,25
502,"Haier 10.5 kg AI, Wi-Fi, Direct Drive Technology, Condensor and Sensor Dry with Dual Cycle Technology, Puristeam and Refresh Function, Anti Bacterial Technology, Super Drum 525mm with Custom Wash Programs Fully Automatic Front Load Washing Machine",Haier,10.5,Fully Automatic,Front Load,with In-built Heater Grey,,,3030
503,BOSCH 10 kg Fully Automatic Front Load Washing Machine,BOSCH,10,Fully Automatic,Front Load,"Black, Grey",,,13805
504,BOSCH 9 kg 5 Star with 1360 High RPM Spin Motor Semi Automatic Top Load Washing Machine,BOSCH,9,Semi Automatic,Top Load,Multicolor,13990,31,416
505,Samsung 7 kg Fully Automatic Top Load Washing Machine,Samsung,7,Fully Automatic,Top Load,Grey,18000,28,192
506,LG 8 kg 5 Star Rating Semi Automatic Top Load Washing Machine,LG,8,Semi Automatic,Top Load,Red,13615,24,1345
507,LG 7.5 kg Fully Automatic Top Load Washing Machine,LG,7.5,Fully Automatic,Top Load,Silver,21743,9,839
508,"LG 8 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Rat Away, 6 Kg (Spin Tub Capacity) Semi Automatic Top Load Washing Machine",LG,8,Semi Automatic,Top Load,"Maroon, White",13679,25,2934
509,Admiral 8 kg Fully Automatic Top Load Washing Machine,Admiral,8,Fully Automatic,Top Load,"with In-built Heater Black, Grey",50720,28,2
510,Unknown,IFB,6.5,Unknown,Unknown,Unknown,21960,1,331
511,Whirlpool 6.5 kg Fully Automatic Top Load Washing Machine,Whirlpool,6.5,Fully Automatic,Top Load,Red,29566,29,48
512,BOSCH 9 kg 5 Star With Vario Drum & Anti Tangle Program Fully Automatic Top Load Washing Machine,BOSCH,9,Fully Automatic,Top Load,Silver,13398,53,1315
513,"Acer 6.5 kg Halo Wash Series with Glass Lid, 5 Star Rating, AiSense, AutoBalance, Hex-Fin Jet Pulsator, SwirlWash Tub Fully Automatic Top Load Washing Machine",Acer,6.5,Fully Automatic,Top Load,"Black, Grey",13890,23,10
514,Whirlpool 9.5 kg Semi Automatic Top Load Washing Machine,Whirlpool,9.5,Semi Automatic,Top Load,Grey,13369,21,6
515,Whirlpool 8.5 kg Semi Automatic Top Load Washing Machine,Whirlpool,8.5,Semi Automatic,Top Load,Grey,17599,16,3226
516,Whirlpool 10.5 kg Semi Automatic Top Load Washing Machine,Whirlpool,10.5,Semi Automatic,Top Load,Grey,12591,33,35
517,Whirlpool 8 kg Semi Automatic Top Load Washing Machine,Whirlpool,8,Semi Automatic,Top Load,"Red, White",16699,24,3
518,"Whirlpool 10.5 kg 5 Star, Hard Water wash Semi Automatic Top Load Washing Machine",Whirlpool,10.5,Semi Automatic,Top Load,Grey,11599,34,5758
519,Whirlpool 8 kg Semi Automatic Top Load Washing Machine,Whirlpool,8,Semi Automatic,Top Load,Red,7190,60,52
520,InnoQ 7 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine,InnoQ,7,Semi Automatic,Top Load,Black,18499,17,3251
521,Samsung 7 kg Fully Automatic Top Load Washing Machine,Samsung,7,Fully Automatic,Top Load,"Black, Grey",14599,47,10
522,Voltas Beko 12 kg Semi Automatic Top Load Washing Machine,Voltas Beko,12,Semi Automatic,Top Load,"Black, Grey",24999,34,52
523,"Godrej 6 kg 5 Star, Digi-Inverter With Steam Wash & 1000 RPM Spin Speed Fully Automatic Front Load Washing Machine",Godrej,6,Fully Automatic,Front Load,"Black, White",23390,14,123
524,BOSCH 7 kg Fully Automatic Top Load Washing Machine,BOSCH,7,Fully Automatic,Top Load,Silver,17279,24,8
525,Lloyd 12 kg Semi Automatic Top Load Washing Machine,Lloyd,12,Semi Automatic,Top Load,Black,17258,24,23
526,Lloyd 12 kg Semi Automatic Top Load Washing Machine,Lloyd,12,Semi Automatic,Top Load,"Grey, Black",13978,47,23
527,Godrej 7 kg Fully Automatic Top Load Washing Machine,Godrej,7,Fully Automatic,Top Load,Grey,,,14
528,"IFB 7 kg with Steam Wash, Aqua Energie, Anti-Allergen Fully Automatic Front Load Washing Machine",IFB,7,Fully Automatic,Front Load,with In-built Heater White,31590,13,11
529,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine,Whirlpool,7.5,Fully Automatic,Top Load,with In-built Heater Grey,18420,30,25705
530,LG 6 kg With Collar Scrubber Semi Automatic Top Load Washing Machine,LG,6,Semi Automatic,Top Load,"Black, White",15999,36,2546
531,Godrej 10 kg Semi Automatic Top Load Washing Machine,Godrej,10,Semi Automatic,Top Load,Grey,21978,24,30
532,BOSCH 7.5 kg Fully Automatic Top Load Washing Machine,BOSCH,7.5,Fully Automatic,Top Load,White,31590,10,12
533,"IFB 7 kg with Steam Wash, Aqua Energie, Anti-Allergen Fully Automatic Front Load Washing Machine",IFB,7,Fully Automatic,Front Load,with In-built Heater White,17090,17,1216
534,Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine,Whirlpool,6.5,Fully Automatic,Top Load,Grey,18971,9,54
535,Samsung 9 kg Semi Automatic Top Load Washing Machine,Samsung,9,Semi Automatic,Top Load,"Black, Grey",5490,26,30
536,Unknown,Voltas Beko by A Tata Product,7.5,Unknown,Unknown,Unknown,32700,25,2746
537,"IFB 8 kg Powered by AI, 5 Star,� with 2x Steam Cycle Fully Automatic Front Load Washing Machine",IFB,8,Fully Automatic,Front Load,with In-built Heater Silver,36860,36,1987
538,BOSCH 8 kg Fully Automatic Front Load Washing Machine,BOSCH,8,Fully Automatic,Front Load,with In-built Heater Blue,16999,3,3
539,"Lloyd by Havells 8 kg 1300 RPM, Soak Function, 3 Wash Programs, Swift Dry, Magic Filter Semi Automatic Top Load Washing Machine",Lloyd by Havells,8,Semi Automatic,Top Load,"Grey, White",5490,38,3033
540,Unknown,Reliance,7.5,Unknown,Unknown,Unknown,58990,46,486
541,Unknown,Electrolux,6,Unknown,Unknown,Unknown,44800,26,5
542,LG 10 kg with Wi-Fi EnabledAI Direct Drive Technology Fully Automatic Front Load Washing Machine,LG,10,Fully Automatic,Front Load,with In-built Heater Silver,49312,16,22
543,"Samsung 8 kg with Steam ,Wi-Fi Enabled Fully Automatic Front Load Washing Machine",Samsung,8,Fully Automatic,Front Load,with In-built Heater Black,44990,26,34
544,"Samsung 9 kg 5 Star, Eco Bubble Technology with Super Speed, AI Control , Wi-Fi Enabled , Digital Inverter Motor,Hygiene Steam, Fully Automatic Front Load Washing Machine",Samsung,9,Fully Automatic,Front Load,with In-built Heater Black,34980,30,750
545,IFB 9 kg Fully Automatic Front Load Washing Machine,IFB,9,Fully Automatic,Front Load,with In-built Heater Brown,15590,30,5
546,ONIDA 11 kg 5 star Semi Automatic Top Load Washing Machine,ONIDA,11,Semi Automatic,Top Load,"Blue, White",12999,29,1539
547,BOSCH 8 kg 5 Star with 1360 High RPM Spin Motor Semi Automatic Top Load Washing Machine,BOSCH,8,Semi Automatic,Top Load,Multicolor,29999,31,416
548,Godrej 7 kg Fully Automatic Front Load Washing Machine,Godrej,7,Fully Automatic,Front Load,with In-built Heater Silver,19375,23,15
549,"LG 11.5 kg 5 Star, Roller Jet Pulsator with Soak, Wind Jet Dry Technology and Rust Free Plastic, Rat Away Semi Automatic Top Load Washing Machine",LG,11.5,Semi Automatic,Top Load,Maroon,19120,26,254
550,LG 11.5 kg Semi Automatic Top Load Washing Machine,LG,11.5,Semi Automatic,Top Load,Red,19790,18,254
551,IFB 7 kg Fully Automatic Top Load Washing Machine,IFB,7,Fully Automatic,Top Load,"with In-built Heater Black, Grey",,,361
552,Panasonic 11 kg Fully Automatic Top Load Washing Machine,Panasonic,11,Fully Automatic,Top Load,with In-built Heater Grey,31490,28,8
553,Haier 7 kg Fully Automatic Top Load Washing Machine,Haier,7,Fully Automatic,Top Load,Grey,17618,18,4
554,Godrej 7 kg 5 Star With Flexi Wash Technology And Soft-Close Lid Washing Machine,Godrej,7,Fully Automatic,Top Load,Fully Automatic Top Load Silver,14879,52,8
555,"Lloyd by Havells 9 kg Toughened Glass Soft Closing Glass Lids, 1300 RPM, Soak Function, 5 Wash Programs, Memory Back-up, Magic Filter Semi Automatic Top Load Washing Machine",Lloyd by Havells,9,Semi Automatic,Top Load,"Grey, White",14090,31,1525
556,realme TechLife 10 kg Fully Automatic Front Load Washing Machine,realme TechLife,10,Fully Automatic,Front Load,with In-built Heater Grey,25990,55,2549
557,White Westinghouse (Trademark by Electrolux) 10.5 kg Semi Automatic Top Load Washing Machine,Unknown,10.5,Semi Automatic,Top Load,"Black, White",10990,26,702
558,White Westinghouse (Trademark by Electrolux) 12 kg Semi Automatic Top Load Washing Machine,Unknown,12,Semi Automatic,Top Load,"Black, White",12490,26,702
559,Unknown,LG,7,Fully Automatic,Unknown,Unknown,59999,32,2438
560,InnoQ 7 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine,InnoQ,7,Semi Automatic,Top Load,Grey,7195,60,3251
561,Panasonic 10.5 kg Fully Automatic Top Load Washing Machine,Panasonic,10.5,Fully Automatic,Top Load,Silver,26249,27,4
562,Lloyd by Havells 8.5 kg �|1300 RPM|Soak Function|4 Wash Programs|Memory Back-up| Magic Filter| Wash Basin Design Lids Semi Automatic Top Load Washing Machine,Lloyd by Havells,8.5,Semi Automatic,Top Load,"Red, White",10990,32,3033
563,Panasonic 12 kg Semi Automatic Top Load Washing Machine,Panasonic,12,Semi Automatic,Top Load,Multicolor,19676,27,23
564,Voltas Beko by A Tata Product 8.5 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,8.5,Semi Automatic,Top Load,Blue,11999,36,601
565,Midea 7 kg Semi Automatic Top Load Washing Machine,Midea,7,Semi Automatic,Top Load,"Blue, White",7890,28,276
566,Whirlpool 8.5 kg Semi Automatic Top Load Washing Machine,Whirlpool,8.5,Semi Automatic,Top Load,Grey,17549,20,98
567,Samsung 8 kg with Wi-Fi Enabled Fully Automatic Top Load Washing Machine,Samsung,8,Fully Automatic,Top Load,Grey,25987,7,212
568,Samsung 6.5 kg with Steam Fully Automatic Front Load Washing Machine,Samsung,6.5,Fully Automatic,Front Load,Silver,35000,8,31
569,Samsung 6.5 kg with Steam Fully Automatic Front Load Washing Machine,Samsung,6.5,Fully Automatic,Front Load,with In-built Heater Silver,33406,16,18
570,Whirlpool 9 kg Semi Automatic Top Load Washing Machine,Whirlpool,9,Semi Automatic,Top Load,Grey,13330,45,299
571,Lloyd 8.5 kg Fully Automatic Top Load Washing Machine,Lloyd,8.5,Fully Automatic,Top Load,"with In-built Heater Brown, Black",27300,9,29
572,Intex 7.5 kg Fully Automatic Top Load Washing Machine,Intex,7.5,Fully Automatic,Top Load,Grey,11990,53,1834
573,"Whirlpool 9 kg 5 Star, Hard Water wash Semi Automatic Top Load Washing Machine",Whirlpool,9,Semi Automatic,Top Load,Grey,13550,21,3226
574,"Whirlpool 9.5 kg 5 Star,With Hard water wash Fully Automatic Top Load Washing Machine",Whirlpool,9.5,Fully Automatic,Top Load,with In-built Heater Grey,21689,36,2192
575,"LG 7 kg 5 Star, Allergen free with Steam, Inverter Direct Drive - Less vibration, less noise, 6 Motion Direct Drive, 1200 RPM, Essence Fully Automatic Front Load Washing Machine",LG,7,Fully Automatic,Front Load,with In-built Heater White,27990,35,319
576,Samsung 10 kg with Wi-Fi Enabled Fully Automatic Top Load Washing Machine,Samsung,10,Fully Automatic,Top Load,with In-built Heater Black,29190,23,38
577,Unknown,ONIDA,7,Unknown,Unknown,Unknown,19977,31,31249
578,BLACK+DECKER 6 kg Fully Automatic Front Load Washing Machine,Unknown,6,Fully Automatic,Front Load,"with In-built Heater Black, White",24474,41,45
579,BLACK+DECKER 8 kg Fully Automatic Front Load Washing Machine,Unknown,8,Fully Automatic,Front Load,"with In-built Heater Black, White",11008,24,11
580,Whirlpool 7.5 kg Semi Automatic Top Load Washing Machine,Whirlpool,7.5,Semi Automatic,Top Load,Grey,37490,50,123
581,"Electrolux 9 kg 5 Star EcoInverter, 40C Vapour Wash,UltimateCare 300 Fully Automatic Front Load Washing Machine",Electrolux,9,Fully Automatic,Front Load,White,48990,24,66
582,Admiral 6.5 kg Semi Automatic Top Load Washing Machine,Admiral,6.5,Semi Automatic,Top Load,"Maroon, White",28690,11,192
583,LG 11 kg withWi-Fi Enabled Fully Automatic Front Load Washing Machine,LG,11,Fully Automatic,Front Load,with In-built Heater Black,11900,25,15
584,"IFB 6 kg 5 Star Gentle Wash, Aqua Energie, Laundry Add, In-built heater Fully Automatic Front Load Washing Machine",IFB,6,Fully Automatic,Front Load,with In-built Heater White,39990,29,264
585,White Westinghouse (Trademark by Electrolux) 6.5 kg Fully Automatic Top Load Washing Machine,Unknown,6.5,Fully Automatic,Top Load,Grey,17490,50,75
586,LG 9 kg with Wi-Fi EnabledAI Direct Drive Technology Fully Automatic Front Load Washing Machine,LG,9,Fully Automatic,Front Load,with In-built Heater Black,19190,26,94
587,"Haier 8 kg Powerful Storm Pulsator, Custom Wash Cycles with Quick Wash, Near Zero Pressure Technology, Dual Magic Filter Fully Automatic Top Load Washing Machine",Haier,8,Fully Automatic,Top Load,"Black, Grey",37490,27,74082
588,LG 11.5 kg Semi Automatic Top Load Washing Machine,LG,11.5,Semi Automatic,Top Load,Black,17499,32,27
589,LG 7 kg with Wi-Fi Enabled Fully Automatic Front Load Washing Machine,LG,7,Fully Automatic,Front Load,with In-built Heater Silver,39990,31,67
590,LG 11.5 kg Semi Automatic Top Load Washing Machine,LG,11.5,Semi Automatic,Top Load,Black,38990,25,27
591,LG 8 kg with Wi-Fi Enabled Fully Automatic Front Load Washing Machine,LG,8,Fully Automatic,Front Load,Black,17490,36,83
592,LG 7 kg with Wi-Fi Enabled Fully Automatic Front Load Washing Machine,LG,7,Fully Automatic,Front Load,with In-built Heater Silver,35890,21,67
593,"Haier 8 kg Toughened Glass with Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Fully Automatic Top Load Washing Machine",Haier,8,Fully Automatic,Top Load,"Black, Grey",11990,31,107
594,LG 7 kg with Wi-Fi EnabledAI Direct Drive Technology Fully Automatic Front Load Washing Machine,LG,7,Fully Automatic,Front Load,Silver,12929,25,67
595,Voltas Beko 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko,8,Semi Automatic,Top Load,Grey,57290,43,23
596,Voltas Beko by A Tata Product 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,8,Semi Automatic,Top Load,"Grey, White",13740,21,23
597,Unknown,LG,7,Unknown,Unknown,Unknown,14290,25,219
598,"LG 8 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Rat Away, 6 Kg (Spin Tub Capacity) Semi Automatic Top Load Washing Machine",LG,8,Semi Automatic,Top Load,Grey,,,100
599,"LG 8.5 kg White Roller Jet Pulsator, Soak and Dual Magic Filter and Magic Wheels Semi Automatic Top Load Washing Machine",LG,8.5,Semi Automatic,Top Load,"Grey, White",,,6060
